Ind,Code,First_name,Last_name,Position,Shoots,Draft_year,Draft_round,Height,Weight,DOB,Age,Country,Place,Year,Team,Games,Goals,Assists,Points,PM,Pen,G_ev,G_pp,G_sh,Gwg,A_ev,A_pp,A_sh,S,SA,TOI,TOI_avg,FOW,FOL,HIT,BLK,TKY,GWY,PDO,OZS,DZS,OPS,DPS,Salary,Cap_hit,P/60,P1/60,GS/60,CF,CA,CF%,Rel CF%,GF,GA,xGF,xGA,xGF%,Rel xGF%,iPENT,iPEND,iSh%,ixGF,ixGF/60,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC,GP,G,A,P,P1,GS,C+/-,G+/-,GF%,xG+/-,iP+/-,iCF,iCF/60
50,allenbr01,Bryan,Allen,D,L,1998,1.004,196,223,1980-08-21,38.08980281,CA,Other,2012,CAR,82,1,13,14,-1,76,1,0,0,1,12,0,1,87,210,1333.62,19.1,0,0,111,188,22,36,99.9,40.0,60.0,-0.1,3.5,2900000.0,2900000.0,0.49,0.22,0.43,1190,1293,47.93,-0.71,44,56,48.89,56.36,46.45,-1.22,31,9,1.25,3.37,0.15,40.85,33.13,28.0,48.07,29.33,49.94,82.0,1,10,11,5,9.5,-103,-12,44,-7.47,-22,197,8.86
51,allenbr01,Bryan,Allen,D,L,1998,1.004,196,223,1980-08-21,38.08980281,CA,Other,2013,ANA,41,0,6,6,1,34,0,0,0,0,6,0,0,25,90,675.48,18.44,0,0,63,66,4,22,101.3,49.0,51.0,-0.3,1.6,3500000.0,3500000.0,0.53,0.09,0.15,541,643,45.69,-4.66,23,23,21.49,23.71,47.54,-4.72,12,5,,1.36,0.12,49.35,33.38,27.4,48.67,28.73,49.59,41.0,,6,6,1,1.7,-102,,50,-2.22,-7,87,7.73
52,allenbr01,Bryan,Allen,D,L,1998,1.004,196,223,1980-08-21,38.08980281,CA,Other,2014,ANA,68,0,10,10,20,75,0,0,0,0,9,0,1,60,139,1011.9,17.33,0,0,121,118,8,26,103.1,48.6,51.4,-0.4,3.3,3500000.0,3500000.0,0.53,,0.74,933,938,49.87,0.34,48,33,42.46,39.24,51.97,0.48,25,8,,1.86,0.11,49.5,30.74,26.9,49.99,28.67,49.98,68.0,,9,9,,12.5,-5,15,59.26,3.22,-17,131,7.77
53,allenbr01,Bryan,Allen,D,L,1998,1.004,196,223,1980-08-21,38.08980281,CA,Other,2015,TOT,11,0,2,2,-2,6,0,0,0,0,2,0,0,6,30,150.38,15.43,0,0,20,15,0,8,98.0,45.2,54.8,0.0,0.2,3500000.0,3500000.0,0.8,0.4,0.85,150,134,52.82,-3.08,5,8,5.47,4.32,55.87,1.91,2,,,0.29,0.12,45.45,26.84,26.67,49.91,28.47,48.61,11.0,,2,2,1,2.12,16,-3,38.46,1.15,-2,27,10.77
54,allenbr01,Bryan,Allen,D,L,1998,1.004,196,223,1980-08-21,38.08980281,CA,Other,2015,ANA,6,0,1,1,0,4,0,0,0,0,1,0,0,4,22,150.38,18.13,0,0,11,10,0,4,100.4,48.4,51.6,0.0,0.2,3500000.0,3500000.0,0.8,0.4,0.85,150,134,52.82,-3.08,5,8,5.47,4.32,55.87,1.91,2,,,0.29,0.12,45.45,26.84,26.67,49.91,28.47,48.61,11.0,,2,2,1,2.12,16,-3,38.46,1.15,-2,27,10.77
55,allenbr01,Bryan,Allen,D,L,1998,1.004,196,223,1980-08-21,38.08980281,CA,Other,2015,MTL,5,0,1,1,-2,2,0,0,0,0,1,0,0,2,8,150.38,12.44,0,0,9,5,0,4,93.4,38.7,61.3,0.0,0.0,3500000.0,3500000.0,0.8,0.4,0.85,150,134,52.82,-3.08,5,8,5.47,4.32,55.87,1.91,2,,,0.29,0.12,45.45,26.84,26.67,49.91,28.47,48.61,11.0,,2,2,1,2.12,16,-3,38.46,1.15,-2,27,10.77
56,antroni01,Nik,Antropov,C,L,1998,1.01,198,245,1980-02-18,38.59631567,SU,Other,2008,TOR,72,26,30,56,10,92,14,12,0,5,25,4,1,165,297,904.6,20.07,114,157,102,51,30,53,100.6,53.4,46.6,4.7,1.8,,,1.92,1.59,2.09,860,848,50.35,-2.14,43,35,38.82,36.01,51.88,0.96,19,22,13.27,10.55,0.7,53.9,29.9,31.25,51.92,30.31,49.96,68.0,13,16,29,24,31.45,12,8,55.13,2.81,3,186,12.34
57,antroni01,Nik,Antropov,C,L,1998,1.01,198,245,1980-02-18,38.59631567,SU,Other,2009,TOT,81,28,31,59,-14,30,20,8,0,4,21,9,1,224,376,1032.03,17.11,80,117,112,37,34,40,96.8,56.0,44.0,5.0,0.8,,,2.15,1.86,2.51,1064,943,53.01,2.72,50,62,47.14,40.98,53.5,3.51,13,12,11.95,16.13,0.94,55.67,27.54,30.57,49.51,29.61,49.36,80.0,19,18,37,32,43.09,121,-12,44.64,6.16,-1,278,16.16
58,antroni01,Nik,Antropov,C,L,1998,1.01,198,245,1980-02-18,38.59631567,SU,Other,2009,TOR,63,21,25,46,-13,24,15,6,0,2,17,7,1,171,290,1032.03,17.13,80,113,80,31,21,29,96.6,53.9,46.1,3.8,0.4,,,2.15,1.86,2.51,1064,943,53.01,2.72,50,62,47.14,40.98,53.5,3.51,13,12,11.95,16.13,0.94,55.67,27.54,30.57,49.51,29.61,49.36,80.0,19,18,37,32,43.09,121,-12,44.64,6.16,-1,278,16.16
59,antroni01,Nik,Antropov,C,L,1998,1.01,198,245,1980-02-18,38.59631567,SU,Other,2009,NYR,18,7,6,13,-1,6,5,2,0,2,4,2,0,53,86,1032.03,17.05,0,4,32,6,13,11,97.7,62.7,37.3,1.2,0.4,,,2.15,1.86,2.51,1064,943,53.01,2.72,50,62,47.14,40.98,53.5,3.51,13,12,11.95,16.13,0.94,55.67,27.54,30.57,49.51,29.61,49.36,80.0,19,18,37,32,43.09,121,-12,44.64,6.16,-1,278,16.16
60,antroni01,Nik,Antropov,C,L,1998,1.01,198,245,1980-02-18,38.59631567,SU,Other,2010,ATL,76,24,43,67,13,44,16,8,0,4,30,13,0,126,205,1076.27,18.14,481,627,82,35,30,40,103.6,47.6,52.4,5.7,1.9,,,2.34,1.51,1.88,920,989,48.19,-0.24,62,47,37.53,43.82,46.13,0.05,19,16,18.29,7,0.39,46.45,30.38,31.62,49.79,29.94,49.49,76.0,15,27,42,27,33.65,-69,15,,-6.29,-3,146,8.14
61,antroni01,Nik,Antropov,C,L,1998,1.01,198,245,1980-02-18,38.59631567,SU,Other,2011,ATL,76,16,25,41,-17,42,11,5,0,2,14,11,0,105,182,975.25,15.39,260,273,61,38,35,31,98.7,49.6,50.4,3.0,0.5,,,1.48,1.23,0.98,822,932,46.86,-3.31,33,43,33.05,40.77,44.77,-4.65,15,7,14.67,7.79,0.48,49.17,26.08,29.43,48.52,29.13,49.82,76.0,11,13,24,20,15.88,-110,-10,43.42,-7.72,-8,140,8.61
62,antroni01,Nik,Antropov,C,L,1998,1.01,198,245,1980-02-18,38.59631567,SU,Other,2012,WPG,69,15,20,35,0,42,11,4,0,0,14,6,0,95,177,850.48,16.31,283,369,94,41,25,23,99.2,57.0,43.0,2.4,1.1,,,1.62,1.34,1.55,793,779,50.45,0.12,35,35,32.76,34.63,48.61,-2.53,17,8,12.99,7.41,0.52,57.61,25.13,29.9,51.55,28.99,49.58,69.0,10,13,23,19,21.91,14,,50,-1.87,-9,143,10.09
63,antroni01,Nik,Antropov,C,L,1998,1.01,198,245,1980-02-18,38.59631567,SU,Other,2013,WPG,40,6,12,18,6,16,4,2,0,0,11,1,0,56,97,539.2,15.57,128,176,76,27,15,19,103.4,56.1,43.9,0.9,0.9,,,1.67,1.22,1.5,482,523,47.96,-1.34,23,15,20.01,22.62,46.94,-1.46,8,6,7.84,4.65,0.52,56.52,26.81,30.09,50.36,29.02,50.24,40.0,4,11,15,11,13.49,-41,8,60.53,-2.61,-2,89,9.9
64,armstco01,Colby,Armstrong,RW,R,2001,1.021,188,195,1982-11-23,35.83376753,CA,Other,2008,TOT,72,13,22,35,4,56,12,1,0,3,20,1,1,113,183,850.85,16.04,3,12,85,31,42,13,102.8,39.0,61.0,1.9,1.3,1200000.0,1200000.0,1.76,1.27,1.52,718,800,47.3,3.99,34,34,34.13,33.74,50.29,4.18,14,17,11.83,9.24,0.65,38.92,27.05,30.11,44.41,29.6,50.4,69.0,11,14,25,18,21.59,-82,,50,0.39,3,155,10.93
65,armstco01,Colby,Armstrong,RW,R,2001,1.021,188,195,1982-11-23,35.83376753,CA,Other,2008,PIT,54,9,15,24,6,50,9,0,0,2,13,1,1,84,137,850.85,15.24,3,9,69,23,24,9,102.7,38.7,61.3,1.2,1.1,1200000.0,1200000.0,1.76,1.27,1.52,718,800,47.3,3.99,34,34,34.13,33.74,50.29,4.18,14,17,11.83,9.24,0.65,38.92,27.05,30.11,44.41,29.6,50.4,69.0,11,14,25,18,21.59,-82,,50,0.39,3,155,10.93
66,armstco01,Colby,Armstrong,RW,R,2001,1.021,188,195,1982-11-23,35.83376753,CA,Other,2008,ATL,18,4,7,11,-2,6,3,1,0,1,7,0,0,29,46,850.85,18.02,0,3,16,8,18,4,103.1,40.0,60.0,0.8,0.3,1200000.0,1200000.0,1.76,1.27,1.52,718,800,47.3,3.99,34,34,34.13,33.74,50.29,4.18,14,17,11.83,9.24,0.65,38.92,27.05,30.11,44.41,29.6,50.4,69.0,11,14,25,18,21.59,-82,,50,0.39,3,155,10.93
67,armstco01,Colby,Armstrong,RW,R,2001,1.021,188,195,1982-11-23,35.83376753,CA,Other,2009,ATL,82,22,18,40,5,75,19,3,0,2,17,1,0,141,212,1012.7,15.09,8,20,88,23,34,21,102.0,39.7,60.3,3.0,1.2,1200000.0,1200000.0,2.07,1.54,2.03,890,899,49.75,4.68,46,38,37.79,39.87,48.66,2.4,26,21,15,11.03,0.65,39.96,27.0,29.18,45.42,29.02,49.93,82.0,18,17,35,26,34.22,-9,8,54.76,-2.08,-5,186,11.02
68,armstco01,Colby,Armstrong,RW,R,2001,1.021,188,195,1982-11-23,35.83376753,CA,Other,2010,ATL,79,15,14,29,6,61,14,0,1,1,10,2,2,101,175,941.57,14.48,10,10,74,29,61,22,101.1,46.6,53.4,1.3,1.4,2400000.0,2400000.0,1.53,1.21,1.5,856,879,49.34,0.63,41,39,35.08,42.0,45.51,-0.45,21,20,15.22,9.28,0.59,46.53,25.62,29.59,47.53,29.15,49.86,79.0,14,10,24,19,23.54,-23,2,,-6.92,-1,155,9.88
69,armstco01,Colby,Armstrong,RW,R,2001,1.021,188,195,1982-11-23,35.83376753,CA,Other,2011,TOR,50,8,15,23,-1,38,8,0,0,0,15,0,0,69,124,670.77,16.07,3,5,88,28,34,19,100.9,46.4,53.6,1.1,0.8,3000000.0,3000000.0,2.06,1.52,1.8,598,639,48.34,1.16,31,29,23.8,24.9,48.87,2.83,11,17,12.9,6.67,0.6,46.05,27.83,29.37,46.14,28.96,50.02,50.0,8,15,23,17,20.13,-41,2,51.67,-1.1,6,110,9.84
70,armstco01,Colby,Armstrong,RW,R,2001,1.021,188,195,1982-11-23,35.83376753,CA,Other,2012,TOR,29,1,2,3,-8,9,1,0,0,0,2,0,0,14,26,259.33,9.19,7,11,37,5,6,7,93.8,50.4,49.6,-0.3,-0.1,3000000.0,3000000.0,0.69,0.23,-0.09,188,239,44.03,-4.71,4,12,6.1,8.66,41.33,-4.57,3,5,7.14,1.52,0.35,50.39,18.32,27.86,48.67,28.37,50.05,29.0,1,2,3,1,-0.38,-51,-8,25,-2.56,2,26,6.02
71,armstco01,Colby,Armstrong,RW,R,2001,1.021,188,195,1982-11-23,35.83376753,CA,Other,2013,MTL,37,2,3,5,1,12,2,0,0,0,3,0,0,33,54,340.5,11.12,9,12,36,21,10,8,102.5,32.3,67.7,-0.4,0.4,1000000.0,1000000.0,0.7,0.53,0.66,252,292,46.32,-7.47,9,8,7.89,10.07,43.93,-12.62,5,4,7.14,2.07,0.36,33.33,19.56,27.72,52.27,28.36,49.46,37.0,2,2,4,3,3.77,-40,1,52.94,-2.18,-1,45,7.93
72,armstde01,Derek,Armstrong,C,R,1992,6.127999999999999,183,197,1973-04-23,45.41918012,CA,Other,2008,LAK,77,8,27,35,4,63,7,1,0,2,20,7,0,118,191,874.02,13.17,379,370,106,29,19,43,100.0,51.1,48.9,1.8,1.2,,,1.78,1.24,2.08,833,767,52.06,8.9,41,35,36.96,34.82,51.49,9.14,16,17,7.37,8.62,0.59,50.71,24.85,30.06,44.73,28.77,50.54,77.0,7,19,26,18,30.23,66,6,53.95,2.14,1,151,10.37
73,armstde01,Derek,Armstrong,C,R,1992,6.127999999999999,183,197,1973-04-23,45.41918012,CA,Other,2009,LAK,56,5,4,9,-11,63,4,1,0,1,4,0,0,42,65,465.35,8.29,115,125,85,11,7,9,95.6,58.5,41.5,0.1,0.2,,,1.03,0.77,0.84,377,381,49.74,-0.15,10,21,13.52,14.97,47.46,-3.04,19,15,9.76,3.21,0.41,58.33,18.82,27.68,48.62,27.92,49.96,56.0,4,4,8,6,6.51,-4,-11,32.26,-1.45,-4,64,8.25
74,armstde01,Derek,Armstrong,C,R,1992,6.127999999999999,183,197,1973-04-23,45.41918012,CA,Other,2010,STL,6,0,0,0,-2,2,0,0,0,0,0,0,0,6,9,36.32,6.59,7,8,4,0,0,1,88.9,64.3,35.7,-0.1,0.0,,,,,0.4,34,29,53.97,9.52,,2,1.06,1.3,44.92,3.03,,,,0.3,0.5,64.29,13.99,27.45,49.91,27.39,50.41,6.0,,,,,0.24,5,-2,,-0.24,,5,8.26
75,arnasty01,Tyler,Arnason,C,L,1998,7.183,180,204,1979-03-16,39.52446637,US,Other,2008,COL,70,10,21,31,-1,16,7,3,0,1,14,7,0,179,265,876.43,15.16,375,417,6,17,61,41,98.1,54.9,45.1,1.3,1.1,,,1.44,1.1,1.98,731,690,51.44,4.46,29,30,35.94,28.2,56.03,6.94,4,16,5.19,11.32,0.77,54.21,26.86,29.31,46.56,28.68,49.67,70.0,7,14,21,16,28.93,41,-1,49.15,7.74,12,204,13.97
76,arnasty01,Tyler,Arnason,C,L,1998,7.183,180,204,1979-03-16,39.52446637,US,Other,2009,COL,71,5,17,22,-16,14,3,2,0,1,16,1,0,108,192,867.33,13.19,332,389,6,15,58,40,96.9,53.0,47.0,0.1,0.7,,,1.31,1.04,1.02,737,811,47.61,1.21,28,43,29.41,33.0,47.12,-0.64,8,12,3.19,7.24,0.5,52.88,25.94,29.26,46.23,28.99,50.39,71.0,3,16,19,15,14.7,-74,-15,39.44,-3.59,4,170,11.76
77,arnotja01,Jason,Arnott,C,R,1993,1.0070000000000001,196,220,1974-10-11,43.95166206,CA,Other,2008,NSH,79,28,44,72,19,54,15,13,0,3,35,9,0,248,411,1074.72,18.59,614,646,42,23,50,30,102.8,50.6,49.4,6.4,2.4,4500000.0,4500000.0,2.68,1.62,3.01,1043,875,54.38,5.56,66,41,52.56,37.73,58.21,9.07,21,7,8.14,18.1,1.01,49.83,30.63,30.99,47.18,29.89,50.25,78.0,14,34,48,29,53.89,168,25,61.68,14.83,-14,289,16.13
78,arnotja01,Jason,Arnott,C,R,1993,1.0070000000000001,196,220,1974-10-11,43.95166206,CA,Other,2009,NSH,65,33,24,57,2,49,24,9,0,5,16,8,0,196,328,911.02,18.55,525,512,34,18,51,29,101.6,52.3,47.7,5.8,1.7,4500000.0,4500000.0,2.57,2.04,2.4,858,867,49.74,0.6,55,43,41.82,39.88,51.19,3.28,15,7,19.17,13.89,0.91,52.48,30.02,31.17,49.25,29.72,50.01,65.0,23,16,39,31,36.48,-9,12,56.12,1.94,-8,207,13.63
79,arnotja01,Jason,Arnott,C,R,1993,1.0070000000000001,196,220,1974-10-11,43.95166206,CA,Other,2010,NSH,63,19,27,46,0,26,13,6,0,3,15,12,0,216,333,930.33,18.42,526,551,24,17,30,30,98.5,50.6,49.4,3.7,1.3,4500000.0,4500000.0,1.68,1.23,2.21,911,824,52.51,1.28,45,40,40.85,35.4,53.57,4.6,9,9,8.78,11.71,0.76,49.66,30.11,30.81,51.34,29.91,49.81,63.0,13,13,26,19,34.32,87,5,,5.45,,235,15.16
80,arnotja01,Jason,Arnott,C,R,1993,1.0070000000000001,196,220,1974-10-11,43.95166206,CA,Other,2011,TOT,73,17,14,31,-6,40,13,4,0,1,10,4,0,169,288,945.97,15.31,449,445,42,11,30,21,97.9,54.6,45.4,2.1,1.5,4500000.0,4500000.0,1.33,1.21,1.79,861,740,53.78,2.38,30,33,35.72,30.27,54.13,2.87,18,6,8.82,11.4,0.72,53.89,26.44,29.79,52.24,28.91,49.66,73.0,12,9,21,19,28.28,121,-3,47.62,5.45,-12,219,13.89
81,arnotja01,Jason,Arnott,C,R,1993,1.0070000000000001,196,220,1974-10-11,43.95166206,CA,Other,2011,NJD,62,13,11,24,-9,32,11,2,0,0,8,3,0,139,240,945.97,15.27,385,365,28,8,22,18,97.0,53.3,46.7,1.4,1.2,4500000.0,4500000.0,1.33,1.21,1.79,861,740,53.78,2.38,30,33,35.72,30.27,54.13,2.87,18,6,8.82,11.4,0.72,53.89,26.44,29.79,52.24,28.91,49.66,73.0,12,9,21,19,28.28,121,-3,47.62,5.45,-12,219,13.89
82,arnotja01,Jason,Arnott,C,R,1993,1.0070000000000001,196,220,1974-10-11,43.95166206,CA,Other,2011,WSH,11,4,3,7,3,8,2,2,0,1,2,1,0,30,48,945.97,15.53,64,80,14,3,8,3,103.3,60.4,39.6,0.7,0.3,4500000.0,4500000.0,1.33,1.21,1.79,861,740,53.78,2.38,30,33,35.72,30.27,54.13,2.87,18,6,8.82,11.4,0.72,53.89,26.44,29.79,52.24,28.91,49.66,73.0,12,9,21,19,28.28,121,-3,47.62,5.45,-12,219,13.89
83,arnotja01,Jason,Arnott,C,R,1993,1.0070000000000001,196,220,1974-10-11,43.95166206,CA,Other,2012,STL,72,17,17,34,13,26,11,6,0,3,9,8,0,142,231,828.28,14.05,387,382,24,13,17,11,102.1,60.9,39.1,2.9,1.9,2500000.0,2500000.0,1.38,1.16,2.17,808,684,54.16,1.11,34,21,33.37,25.03,57.14,2.46,10,13,9.62,10.36,0.75,60.69,23.57,29.52,52.76,28.41,49.66,72.0,10,9,19,16,29.94,124,13,61.82,8.34,3,161,11.66
84,ashamar01,Arron,Asham,RW,R,1996,3.071,180,205,1978-04-13,40.44714119,CA,Other,2008,NJD,77,6,4,10,-6,84,6,0,0,2,3,1,0,68,101,550.82,8.33,0,3,87,5,21,18,97.6,53.8,46.2,-0.2,0.6,,,0.54,0.54,0.74,401,400,50.06,-2.64,8,16,15.52,16.48,48.5,-3.77,21,20,7.02,4.51,0.49,53.54,16.73,27.73,51.69,27.38,48.79,74.0,4,1,5,5,6.75,1,-8,33.33,-0.96,-1,85,9.26
85,ashamar01,Arron,Asham,RW,R,1996,3.071,180,205,1978-04-13,40.44714119,CA,Other,2009,PHI,78,8,12,20,0,155,8,0,0,1,12,0,0,74,110,660.87,8.45,7,8,143,10,12,11,100.3,53.6,46.4,1.1,0.6,,,1.82,1.36,1.52,545,590,48.02,0.47,30,31,23.77,24.1,49.66,2.05,37,36,11.59,5.46,0.5,53.35,19.18,27.77,46.82,27.79,49.25,78.0,8,12,20,15,16.77,-45,-1,49.18,-0.33,-1,105,9.53
86,ashamar01,Arron,Asham,RW,R,1996,3.071,180,205,1978-04-13,40.44714119,CA,Other,2010,PHI,72,10,14,24,-2,126,10,0,0,2,14,0,0,91,155,697.05,10.04,2,11,92,16,22,9,98.3,51.7,48.3,1.6,0.8,,,2.07,1.72,2.15,655,629,51.01,0.06,31,31,30.25,27.1,52.75,0.82,36,34,11.49,8.44,0.73,51.97,21.59,29.04,49.84,28.32,49.63,72.0,10,14,24,20,24.93,26,,,3.15,-2,150,12.91
87,ashamar01,Arron,Asham,RW,R,1996,3.071,180,205,1978-04-13,40.44714119,CA,Other,2011,PIT,44,5,6,11,0,46,5,0,0,0,6,0,0,60,81,418.35,9.33,3,6,107,16,7,8,99.5,58.1,41.9,0.6,0.5,,,1.58,1.29,1.52,335,369,47.59,-5.67,14,15,13.29,13.9,48.88,-3.7,13,10,8.33,4.01,0.58,58.22,20.43,28.82,52.88,28.24,49.44,44.0,5,6,11,9,10.62,-34,-1,48.28,-0.61,-3,81,11.62
88,ashamar01,Arron,Asham,RW,R,1996,3.071,180,205,1978-04-13,40.44714119,CA,Other,2012,PIT,64,5,11,16,-5,76,5,0,0,0,11,0,0,49,92,584.82,9.14,6,5,95,8,13,3,99.3,49.4,50.6,0.7,0.3,,,1.64,1.44,1.36,477,489,49.38,-5.27,23,27,19.4,20.66,48.43,-7.29,22,16,10.2,3.51,0.36,49.29,19.4,27.71,53.81,27.96,49.51,64.0,5,11,16,14,13.23,-12,-4,46,-1.26,-6,90,9.23
89,ashamar01,Arron,Asham,RW,R,1996,3.071,180,205,1978-04-13,40.44714119,CA,Other,2013,NYR,27,2,0,2,2,50,2,0,0,0,0,0,0,14,24,174.72,6.38,5,5,39,4,5,3,104.4,40.9,59.1,0.0,0.3,,,0.69,0.69,0.65,125,148,45.79,-6.64,4,2,4.24,6.36,40.0,-15.7,11,11,14.29,1.35,0.46,40.66,13.38,26.15,47.58,27.52,48.96,27.0,2,,2,2,1.88,-23,2,66.67,-2.12,,23,7.9
90,ashamar01,Arron,Asham,RW,R,1996,3.071,180,205,1978-04-13,40.44714119,CA,Other,2014,NYR,6,0,0,0,-5,14,0,0,0,0,0,0,0,1,2,44.35,7.29,0,0,8,1,0,2,78.3,24.0,76.0,-0.1,-0.2,,,,,-2.39,31,48,39.24,-12.13,,5,0.97,2.55,27.56,-21.33,4,2,,0.03,0.04,23.08,14.92,27.99,50.19,27.89,51.2,6.0,,,,,-1.77,-17,-5,,-1.58,-2,2,2.71
91,aucoiad01,Adrian,Aucoin,D,R,1992,5.117,188,215,1973-07-03,45.22478898,CA,Other,2008,CGY,76,10,25,35,13,37,5,5,0,1,10,15,0,121,294,1111.65,20.58,0,0,69,55,35,35,103.0,59.4,40.6,3.2,4.1,,,0.81,0.49,1.34,966,847,53.28,0.56,50,28,40.8,35.86,53.22,-0.19,11,7,7.35,4.01,0.22,59.45,32.39,28.91,51.87,29.05,49.44,76.0,5,10,15,9,24.75,119,22,64.1,4.94,-4,177,9.55
92,aucoiad01,Adrian,Aucoin,D,R,1992,5.117,188,215,1973-07-03,45.22478898,CA,Other,2009,CGY,81,10,24,34,-8,46,7,3,0,3,14,9,1,126,293,1189.47,22.18,0,0,61,55,28,29,98.8,52.3,47.7,2.4,3.0,,,0.86,0.55,1.51,1182,906,56.61,1.17,47,49,47.74,41.55,53.47,-0.08,16,6,7.06,4.13,0.21,52.7,32.57,28.99,54.74,29.41,49.52,80.0,6,11,17,11,29.88,276,-2,48.96,6.19,-10,205,10.34
93,aucoiad01,Adrian,Aucoin,D,R,1992,5.117,188,215,1973-07-03,45.22478898,CA,Other,2010,PHX,82,8,20,28,2,56,7,1,0,2,9,11,0,144,314,1326.65,22.33,1,0,131,67,17,22,99.5,50.7,49.3,1.7,4.5,,,0.63,0.32,1.26,1229,1035,54.28,3.46,46,40,46.48,43.64,51.58,-0.35,16,8,6.93,4.61,0.21,50.81,34.19,27.45,50.55,29.25,49.69,82.0,7,7,14,7,27.88,194,6,,2.84,-8,213,9.63
94,aucoiad01,Adrian,Aucoin,D,R,1992,5.117,188,215,1973-07-03,45.22478898,CA,Other,2011,PHX,75,3,19,22,18,52,3,0,0,0,17,2,0,99,233,1316.05,21.4,1,0,134,75,26,22,102.4,45.5,54.5,0.9,4.3,,,0.73,0.55,0.91,1223,1213,50.21,-0.11,56,48,47,51.33,47.8,-1.07,18,7,3.37,3.69,0.17,46.03,36.08,27.63,50.06,29.45,49.8,75.0,3,13,16,12,19.98,10,8,53.85,-4.33,-11,208,9.48
95,aucoiad01,Adrian,Aucoin,D,R,1992,5.117,188,215,1973-07-03,45.22478898,CA,Other,2012,PHX,64,2,7,9,14,42,1,1,0,0,7,0,0,92,201,1113.72,20.15,0,0,97,67,26,17,102.8,47.8,52.2,-0.3,3.9,,,0.43,0.05,0.84,1021,968,51.33,1.79,43,33,41.16,42.58,49.15,-1.26,19,7,1.22,2.77,0.15,48.77,34.83,28.28,48.63,29.16,50.11,64.0,1,7,8,1,15.6,53,10,56.58,-1.42,-12,181,9.75
96,aucoiad01,Adrian,Aucoin,D,R,1992,5.117,188,215,1973-07-03,45.22478898,CA,Other,2013,CBJ,36,0,4,4,-8,16,0,0,0,0,4,0,0,26,65,532.97,16.2,0,0,43,13,4,8,98.4,51.3,48.7,-0.3,0.7,,,0.45,0.23,0.11,399,443,47.39,0.13,13,21,15.08,19.46,43.66,-2.91,8,3,,0.66,0.07,51.27,29.35,26.92,47.16,28.5,49.78,36.0,,4,4,2,0.98,-44,-8,38.24,-4.38,-5,64,7.2
97,aucoike01,Keith,Aucoin,C,R,1992,5.117,173,171,1978-11-06,39.88039463,US,Other,2008,CAR,38,5,8,13,3,10,5,0,0,0,7,1,0,65,118,390.12,13.28,124,203,34,8,22,7,98.4,50.2,49.8,0.5,0.6,,,1.69,1.23,3.07,415,281,59.63,8.32,16,14,17.92,11.83,60.24,9.81,3,14,9.26,4.65,0.72,50.79,24.81,28.59,50.95,28.3,49.38,36.0,5,6,11,8,19.97,134,2,53.33,6.09,11,91,14
98,aucoike01,Keith,Aucoin,C,R,1992,5.117,173,171,1978-11-06,39.88039463,US,Other,2009,WSH,12,2,4,6,5,4,1,1,0,0,4,0,0,15,22,115.3,10.19,33,50,4,2,7,3,106.4,61.3,38.7,0.5,0.3,,,2.6,0.52,3.68,126,87,59.15,1.73,7,2,4.7,3.63,56.42,-1.99,,4,7.69,0.99,0.52,60.66,21.89,28.35,53.65,27.82,47.7,12.0,1,4,5,1,7.08,39,5,77.78,1.07,4,20,10.41
99,aucoike01,Keith,Aucoin,C,R,1992,5.117,173,171,1978-11-06,39.88039463,US,Other,2010,WSH,9,1,4,5,-2,0,1,0,0,0,2,2,0,4,8,73.52,8.48,31,25,2,0,5,0,97.8,52.6,47.4,0.4,0.0,,,2.45,1.63,1.32,68,74,47.89,-7.12,4,6,3.01,4.39,40.68,-7.52,,,33.33,0.24,0.2,52.63,17.68,28.7,51.77,28.29,48.92,9.0,1,2,3,2,1.62,-6,-2,,-1.38,,7,5.71
100,aucoike01,Keith,Aucoin,C,R,1992,5.117,173,171,1978-11-06,39.88039463,US,Other,2011,WSH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.47,1,2,1,0,0,0,100.0,0.0,0.0,0.0,0.0,,,,,1.02,11,9,55,6.85,,,0.47,0.2,70.15,20.74,,,,,,,16.37,30.6,52.27,29.5,52.65,1.0,,,,,0.1,2,,,0.27,,,
101,aucoike01,Keith,Aucoin,C,R,1992,5.117,173,171,1978-11-06,39.88039463,US,Other,2012,WSH,27,3,8,11,4,0,3,0,0,1,8,0,0,21,43,260.7,11.04,57,64,10,7,12,7,104.2,51.2,48.8,0.8,0.5,,,2.3,1.38,2.84,260,216,54.62,7.64,14,7,9.74,8.49,53.43,2.37,,5,16.67,1.44,0.33,52.54,19.14,29.59,47.41,28.18,49.47,27.0,3,7,10,6,12.33,44,7,66.67,1.25,5,38,8.75
102,aucoike01,Keith,Aucoin,C,R,1992,5.117,173,171,1978-11-06,39.88039463,US,Other,2013,NYI,41,6,6,12,-1,4,5,1,0,1,6,0,0,50,92,467.85,12.3,167,177,33,21,21,18,98.5,48.8,51.2,0.6,0.5,,,1.41,1.15,1.84,464,443,51.16,1.21,19,18,20.68,21.54,48.98,-2.9,2,7,10.87,4.62,0.59,48.24,22.79,28.22,48.83,28.49,49.74,41.0,5,6,11,9,14.35,21,1,51.35,-0.86,5,85,10.9
